Id,Predicted
27964410,76.32
8006119,44.89
27287372,139.54
21943322,70.15
4545882,155.01
19055136,56.27
12396603,77.43
14385616,187.5
15256150,236.99
4014739,82.43
26681364,96.71
419200,250.39
2932263,138.02
4295772,137.93
21067805,63.97
10702489,58.0
8485671,128.0
15160268,102.9
13927957,158.89
12243290,112.64
21667658,79.8
9373544,176.98
28406352,190.27
3811639,141.95
596442,260.52
29463102,143.91
7403613,216.25
5846654,201.47
14166695,63.23
29320834,178.23
16082923,160.61
23435772,55.53
23652896,669.48
1654301,90.31
18682763,62.87
8055721,80.17
19504570,99.96
3578158,246.18
25834570,83.77
21936073,165.23
14181211,119.13
26120136,173.9
13511359,93.98
16176333,60.54
8984085,67.5
27026461,63.96
4429337,75.02
23439484,57.4
7526715,89.64
25430123,257.13
15268792,224.07
28439332,287.46
28077531,221.15
692383,115.72
23100862,69.07
3400739,91.84
18610544,240.71
3220115,103.47
4885240,281.0
20455415,176.28
6913795,86.76
8474806,80.7
596391,166.74
6716020,451.62
15342164,218.98
20300,214.03
28935219,108.67
15771318,129.79
29160487,160.78
23277442,146.94
19948995,67.2
26944477,125.68
2125999,234.84
16683957,97.56
18599814,171.33
21254023,107.96
25950448,116.63
4864856,108.33
26353457,67.18
24156857,143.4
8775324,134.5
6464014,94.09
10497886,109.63
27820443,83.86
20096504,122.63
1138455,208.5
2589917,84.02
12071038,154.21
29415137,229.11
17792856,84.2
13688670,82.28
18655886,69.48
6705606,87.05
13018811,77.15
16353473,44.36
18005835,178.06
7105913,136.13
18646653,124.41
21007281,409.98
22123573,209.55
29456379,87.56
1948591,160.03
28514848,202.95
6502954,95.07
19035295,75.57
27255855,68.43
4628571,110.03
14482103,77.12
2462451,85.97
24139165,143.02
14107431,65.43
10729454,89.62
796232,117.62
19129307,143.91
24677798,41.89
19033924,68.32
7599621,109.0
20212531,113.96
22880457,136.0
235876,200.72
16449891,113.81
2201154,206.98
24522128,92.51
70279,298.6
4143510,83.97
2695367,95.01
16214981,89.21
9350645,105.19
21824734,129.35
2060768,353.59
1049224,402.14
11940117,164.87
19681256,289.24
20364066,233.44
13766593,233.27
23047216,167.98
8111575,252.71
18221952,118.98
4846122,77.77
2739793,182.07
14627817,100.59
9539912,79.45
7434316,64.62
7592289,292.94
14624128,101.64
9681391,192.19
4407026,110.56
22245842,191.98
19626561,76.57
1092760,69.38
24133060,50.25
6914459,122.49
27529655,60.83
18687775,67.16
21678246,329.86
21849381,110.17
26774253,91.91
22654987,61.01
28432700,122.01
28958474,87.1
14261883,74.26
12629865,73.43
19694938,139.91
23703357,156.28
4873690,101.94
18602201,56.38
23647670,158.12
729310,180.64
16776959,76.08
12345178,76.97
2724993,81.69
2489920,120.1
12353119,355.99
8709326,73.61
27237615,666.48
28510048,468.48
17712998,105.88
26836426,304.65
19720565,179.93
12223866,126.53
22805947,75.1
28536172,732.52
17866018,98.26
27939557,177.12
13117160,82.12
253842,207.42
18322008,64.31
28635684,154.34
18993091,65.14
23748179,97.73
15336596,62.96
6338068,107.49
22085616,173.44
16706521,216.82
17750238,90.83
11257690,551.65
28215216,64.62
27360766,111.6
13576340,643.96
24043603,138.0
6452019,147.22
23463825,75.15
577243,107.81
16191889,59.79
2208545,138.64
29204274,68.74
2054899,460.94
28434594,169.22
26205265,363.95
10021301,69.06
19160371,536.68
2069359,100.68
24956343,319.79
21275075,260.33
1748189,150.36
9531221,100.69
810346,109.43
18617195,90.04
16134654,77.94
4244174,140.31
17617905,137.3
635662,117.03
16193921,473.32
717922,81.63
9733280,114.69
18196265,151.83
360400,184.45
20957381,76.33
16360417,69.38
21251623,202.39
29486682,402.86
14417798,152.57
29310612,62.96
19242821,111.93
17013623,90.63
2432622,223.41
28582897,118.38
28285760,228.86
13236366,290.29
8703355,213.74
4020957,110.63
7680504,128.61
7729804,112.25
22479784,309.55
21281525,156.37
24390101,55.3
13528649,100.98
9494965,845.27
9714479,79.62
9756612,86.34
16936036,59.52
21824023,60.89
9881516,120.01
26836174,84.3
4142125,94.37
21851368,68.52
24116245,534.97
27103785,164.54
1221511,93.47
4720783,116.54
546383,133.26
3944625,147.79
13686022,101.36
27877998,294.04
1409947,217.35
18592160,169.46
24729252,124.65
9758751,58.49
29393599,158.44
29364279,56.94
9168954,94.54
13900692,75.82
28471992,325.54
12647229,102.81
18950091,50.61
15559457,50.15
3603287,139.4
10207847,214.55
2244103,178.8
28919420,69.28
18551196,51.73
6598376,85.59
2640467,56.66
3185840,55.8
16300101,64.34
593320,88.76
12755138,210.41
16220406,250.51
4891646,186.04
22321796,128.33
15858747,133.47
14339989,180.11
13395513,146.92
7034787,144.86
22460848,422.86
29117381,62.78
13530190,100.27
767983,160.8
16069925,73.89
9343313,160.74
28180101,62.85
5525206,147.85
6314148,143.64
27523631,68.65
14423024,59.07
6693403,109.97
24992418,180.03
10544439,95.18
26063550,72.36
24826533,71.04
20194791,63.07
7881928,167.58
26789136,304.06
13684783,53.93
17254706,85.62
16530947,99.86
6863691,276.95
9025602,212.24
20205288,148.83
21195408,74.93
25399452,145.26
14773741,70.82
12343,178.15
6326959,90.19
11324565,87.91
6924400,264.96
21782158,86.68
24896472,73.29
5840936,76.97
4787527,74.23
28368870,83.96
20141920,211.83
21480503,75.22
27933429,95.94
23563112,124.23
25997752,187.76
1439162,135.45
24043211,166.03
2061367,448.34
28919421,65.79
6885805,58.52
2745620,55.17
18913001,77.55
24372235,164.0
12831088,218.48
20793502,74.2
2202858,145.99
23876337,147.28
20565481,125.66
8283693,258.74
24873724,161.63
13440481,63.6
5991434,84.75
10065831,52.86
21836056,71.39
1434010,356.81
13467433,127.29
13437219,74.44
22410964,315.97
16587776,75.64
284855,182.05
14014128,99.64
14594286,53.9
28614344,76.79
16337590,66.72
25673527,127.56
26986955,833.83
3739864,77.91
28339248,338.95
2322189,225.48
13237190,110.72
5029703,368.8
24821389,76.29
16504986,65.03
29334063,65.07
6674363,114.38
13044519,59.15
29492316,198.46
7412452,70.67
26735127,80.2
22387975,76.62
23253551,200.95
4199782,151.14
11659008,51.45
8632393,79.06
4357134,185.16
6589412,329.89
16916292,125.35
18812330,70.06
6758180,137.99
908923,165.22
22336304,241.07
5904098,174.02
13083020,98.38
24082591,236.85
4734544,130.39
3767156,171.73
21892812,185.18
5191965,109.43
27678012,80.69
4653642,55.01
28134807,43.48
17093180,134.85
20682015,93.06
26417158,175.5
11589895,172.2
4144849,110.32
2821079,145.81
12109533,94.72
7021346,123.95
10478526,86.81
8307479,140.32
27744041,190.42
19940866,208.13
4247883,217.68
6398715,111.12
16337106,57.93
19209474,322.23
24946142,113.88
20761095,181.78
29424138,266.81
14743469,144.28
28741369,66.43
4354764,101.19
26388810,167.42
13478445,177.75
763956,81.4
26747415,61.36
29314204,137.89
15149187,84.83
9578683,149.47
17120582,123.92
11999777,123.35
8013780,81.57
26357145,202.44
568661,179.16
953746,135.19
28988684,75.06
23477972,313.5
1292428,174.79
10036313,302.9
27078109,125.15
6375331,131.23
25425106,169.95
1171955,199.06
12000676,238.6
27458803,269.65
23717083,89.05
671544,176.83
16530962,105.76
16052890,44.85
26058634,244.33
25208166,227.1
24833117,180.81
238119,98.06
6951102,161.54
23528419,84.87
17778147,99.77
24010291,102.75
15697947,100.77
26158157,203.33
3624380,104.95
22145846,52.39
13167661,66.59
6557289,103.34
3635092,68.67
8490,130.92
20944771,72.01
18721078,60.49
12738346,131.94
10853162,139.05
23340824,126.57
5885373,92.07
27172827,193.37
5285867,100.14
25327001,121.53
29027424,151.62
29052179,811.19
28151027,75.21
61224,224.13
12054516,121.19
9827941,90.76
29755387,122.94
36240,92.02
4069228,154.01
23308563,50.83
10080979,152.57
7433312,89.68
1925519,95.17
5204719,222.61
15985221,74.84
6237974,159.09
16130658,93.44
9898538,62.81
4024582,139.04
9808151,115.5
19382104,47.57
8793166,92.55
17297340,156.65
18449954,100.88
29420903,245.31
9512472,155.59
20167609,75.58
16014657,110.51
2645558,164.26
13080002,80.13
8681709,107.12
12432739,68.91
7482767,91.89
1272550,277.61
11738831,110.47
11827175,62.1
21473761,229.69
23122549,166.28
22714571,152.16
21604766,364.99
19344750,111.44
8554567,130.12
23901526,292.29
8608793,76.25
20136870,217.57
18752314,182.64
1761940,56.03
20850678,120.23
6505927,144.01
6179073,61.28
19397414,68.64
21836176,117.72
15453573,192.11
4558499,59.75
405025,244.91
531662,82.42
17680363,68.11
25229392,125.33
28976135,73.52
29652130,117.51
13936824,139.88
23045850,82.05
5851054,59.71
22010459,137.47
17694873,233.93
7383804,304.67
21311520,125.94
27926383,199.9
26947508,290.0
5444404,189.14
20857788,311.17
799484,257.41
17459791,65.58
24376081,143.85
24609530,234.01
25226785,63.45
22226156,274.43
11675279,179.52
6947017,99.46
15956883,103.59
25865118,146.22
29591891,136.79
14420353,177.27
16331974,79.47
10575777,117.46
4509664,245.23
987329,93.73
29645258,86.6
4840977,331.3
53469,92.15
12027205,102.59
16659292,116.68
29238785,120.13
1337124,166.01
2416191,119.02
978582,117.69
3611620,50.03
13042637,169.37
12359611,462.09
22840839,98.99
20552425,58.78
18314459,84.12
25746584,208.2
13264522,227.3
22247923,322.41
1521318,107.02
992508,102.17
872314,90.43
28073120,61.2
118061,184.44
18756112,156.99
21684558,203.72
9693107,105.31
9297230,89.93
6384275,139.61
14725304,129.44
19050995,142.41
28957049,78.44
10619886,164.52
17826717,308.41
19802994,73.46
13098701,331.37
22187253,153.17
20192860,122.99
7304034,597.67
3457034,101.82
640990,175.56
22177219,180.0
25734018,210.71
2467879,90.27
60164,381.1
21251041,80.15
29119411,115.15
1763956,155.11
16295080,272.74
19011068,118.25
9185291,73.78
15178725,202.97
20145152,62.07
21549554,63.43
10401534,144.66
25313204,134.44
24806110,108.04
4717296,145.33
20243875,164.48
2155128,76.68
8335539,128.91
7541444,86.85
45936,129.93
4983264,98.65
13503970,104.58
19768219,54.14
21978281,39.94
26520475,166.14
15956780,91.52
18543009,318.31
12602408,139.81
23765108,138.65
13900695,46.86
16014791,175.93
21406998,96.9
19414154,63.93
25674244,268.07
8819442,117.3
8293802,135.49
29760869,121.2
15862199,135.1
14382598,167.78
9458150,77.7
13636946,175.83
9175286,128.29
22262419,315.74
14798850,50.2
17431995,174.19
21926386,129.37
13998049,168.41
6245792,63.81
13674169,187.62
16315405,128.24
22530764,89.42
18871297,55.82
16389820,87.2
1682963,130.2
20046553,60.31
2695159,78.25
13291853,185.84
20830032,169.64
16545876,71.36
2792632,188.24
21313240,973.72
25870448,115.9
27795695,181.2
23004845,71.79
7881023,185.87
21426368,83.07
7144981,235.45
25189853,169.65
24083746,77.71
19317733,94.87
28718185,84.98
27139321,176.33
21218878,54.86
17239287,204.79
23963981,184.01
13778951,82.15
25160226,185.86
22421752,53.88
21375941,341.02
14471017,83.1
20405662,64.58
27295492,68.87
10017561,189.63
15998138,177.28
24893756,73.32
11371099,120.68
9050144,47.41
449130,143.46
2379865,61.97
7911249,110.55
25971307,256.14
4424405,111.6
22202491,160.32
12089661,144.15
2088918,251.94
18616180,108.03
16086039,95.73
13274705,52.18
12711351,56.07
27803759,216.78
4772987,57.6
294297,94.01
24607261,243.39
16947113,138.85
4539943,52.84
24695406,182.33
9228974,271.43
16560593,63.84
16780469,61.95
24040279,95.67
25447820,90.13
26358989,188.39
13585835,54.52
7341406,165.43
26025308,62.01
26750369,90.55
28606853,52.17
6405859,98.63
20688359,228.24
15341,175.26
3262238,153.18
3987599,130.32
25978286,89.68
21279140,65.14
23787573,265.2
21982859,133.57
24822928,290.43
7175595,86.24
23307503,67.2
12472531,61.08
15430972,78.94
16947399,88.45
4795390,85.93
27505253,125.41
29217026,135.61
11979417,130.91
7973730,192.12
21514294,75.09
27957027,67.21
21934868,112.55
10566341,102.83
9728739,164.47
16101961,245.19
4279260,61.49
13857003,231.17
20054293,78.7
28672201,108.75
18180504,56.02
20746543,72.13
16925647,216.08
6493288,306.47
20120848,165.3
6425850,131.12
12630411,77.9
13452799,61.06
23044617,48.49
25506360,64.09
6402553,90.18
26336522,90.28
24664173,69.67
26786123,106.3
20139611,174.73
7261121,149.87
1965103,214.13
29454622,153.62
6799130,50.41
19019311,140.33
29635243,167.02
2674267,129.0
18823963,275.8
13222964,87.74
17667639,172.8
14246251,201.88
808836,181.13
10050536,111.41
27677513,122.08
21798411,41.32
28964136,110.99
11505981,117.59
25349077,66.25
26526075,362.72
29312329,73.52
20130471,62.06
11521447,199.47
26063053,100.45
18240904,47.21
22727063,216.26
21976067,72.7
6414645,148.54
18616234,94.54
16080436,77.87
27571163,142.35
27579255,80.99
27079085,116.57
13997412,127.61
18120592,68.61
84480,142.21
9750432,158.26
26892245,42.22
23092823,140.38
23684916,229.36
25723838,236.92
1856599,60.89
385190,82.77
6322937,108.55
7035051,101.21
18459546,68.48
8534697,203.61
2540173,365.12
29657375,102.64
4304346,63.68
3808119,129.7
7763869,137.39
20532490,143.75
15990592,67.13
3186103,395.1
29543788,153.25
14991887,72.85
21678034,75.46
7051938,182.99
279857,472.74
12562075,329.43
9291870,127.83
16808375,55.04
3860762,99.59
4734069,103.96
27217190,373.71
3325584,153.78
17044038,101.25
1825949,96.71
13601777,305.17
21014105,92.1
16363434,438.76
21490835,103.72
3147439,134.33
21920178,139.29
570011,160.57
23613688,519.2
20914711,142.14
19162211,62.91
15239577,75.83
9250374,199.28
20828838,261.86
8269241,55.19
26334347,54.25
28287065,174.5
22958122,63.11
12218763,225.36
2138787,57.4
5298299,197.19
14084323,89.46
20979453,145.51
20714517,82.68
8735399,94.21
27747379,216.77
21363936,94.33
4387019,46.26
21161561,247.94
9248558,153.09
19945408,202.19
2897714,199.87
20526480,175.77
785508,97.73
24828689,67.87
12505852,189.35
7646092,74.62
14607289,61.9
27507299,91.91
1856803,223.37
14959206,120.19
12973363,95.24
2323714,117.94
21803969,88.22
7734995,138.05
730480,159.48
23917760,91.9
21528650,189.6
21816757,91.75
28938342,132.95
28464767,60.53
13812808,103.16
25072401,189.25
29702521,178.25
19532448,127.1
27519912,54.43
12231304,76.42
27282824,333.57
23377365,117.29
8840563,117.17
26428167,58.77
17962656,145.8
24171777,241.8
536985,278.33
197176,375.34
22809707,82.8
29258871,48.79
12135856,194.35
24992968,374.37
13466561,129.48
29756128,75.22
11346541,90.42
21835336,86.91
20902120,381.79
6253399,141.2
11782585,153.4
3469115,150.18
9518,74.39
22541697,111.9
19227562,159.35
19144106,73.91
3942731,118.98
3790118,90.51
3628553,71.78
19329897,220.63
29754835,140.89
5774245,114.54
4471513,469.66
22701496,88.07
24630767,175.24
7279081,139.64
20193058,119.4
20149903,144.88
854037,84.75
12644989,110.37
16514949,131.47
5602369,351.01
21051594,179.4
145994,305.17
2120619,279.41
6129158,290.81
17946044,149.16
11817212,121.28
17510143,193.14
220739,149.17
8426584,85.17
9914098,71.52
22653782,370.39
27922834,149.6
14369625,204.27
22904809,48.08
957002,120.27
20401541,169.36
18155063,134.13
4860430,103.32
1117516,111.06
19056212,292.34
28640338,356.01
5874326,104.39
20234321,157.88
4365491,135.41
27483961,81.17
15620833,185.68
14037159,184.97
8861340,185.05
24676410,163.25
28361556,307.59
24521752,152.04
25770425,133.19
6292893,145.65
28207627,84.55
29495933,238.74
13235840,232.23
15134876,54.48
23537317,148.35
23810398,70.6
2794725,116.85
28714008,130.14
19890602,62.3
19086281,91.74
19436602,192.53
25138975,136.4
19489138,193.11
12941586,126.69
15713028,56.67
18141809,138.33
19319184,73.5
6420850,61.58
1525602,113.78
684991,207.51
29632566,134.18
9449718,97.96
21967332,206.34
21728670,105.75
18788980,66.31
29702774,382.24
29419129,105.64
25449860,174.43
1978078,252.96
27725844,85.61
28718812,192.01
7021851,82.12
20504573,174.56
21965948,74.0
14294585,79.14
1745430,133.12
6477558,227.87
7331850,124.11
12903772,189.28
21213095,73.25
26991807,511.36
4808690,145.94
21781648,193.69
27784556,84.86
23862292,50.77
4175829,160.91
19221595,189.43
400431,50.72
26635476,204.57
19678231,221.58
29636953,55.4
13998064,168.08
4680840,89.41
15790071,70.33
23613183,86.67
12965288,117.89
3687227,113.77
24933530,127.94
19450121,112.67
25135772,290.07
24896067,91.97
25545821,49.68
586521,393.65
6385039,76.0
21176210,118.58
2461540,136.51
6763899,106.59
18916415,250.11
16031639,220.56
21666229,74.84
13142258,105.09
24809024,57.55
23784719,82.12
13067176,184.11
23018280,62.31
20283488,109.08
7340902,128.29
18544441,140.0
28658564,210.92
4225569,121.42
24541125,89.54
20753678,125.64
26128160,85.03
21201760,74.36
2887581,95.61
13151673,83.7
933861,123.45
25512469,228.3
838070,131.09
23416802,87.24
7618832,159.65
26557266,90.77
568743,217.77
16986674,97.2
18090927,251.42
13221788,54.94
29075705,100.39
15234773,97.46
18423938,211.81
26987149,368.99
28901045,85.89
292954,120.98
11455372,277.69
2160982,216.93
10686350,189.75
12186697,105.35
7143587,154.93
25804819,126.18
21055320,65.62
13714575,63.12
3840127,91.81
2214831,285.03
8257567,201.26
19382201,150.53
27931465,301.71
24603841,158.67
6171382,116.22
19749379,162.25
424192,199.8
11611298,180.53
19010699,66.32
5481978,85.28
29421920,794.49
17223725,61.2
22580951,154.86
446367,173.28
24965167,63.79
13912725,145.49
15454216,248.89
12886198,146.97
19721338,101.66
10148955,177.41
6004659,130.96
26468823,263.12
18942119,126.75
19193664,144.15
10812612,177.7
6286253,67.9
2256268,889.74
25480516,478.16
5770483,187.12
11871932,253.54
14821756,48.12
11474011,192.97
29730754,119.31
22656685,111.19
11562327,162.44
10020060,146.48
19889906,84.15
29316598,529.4
15883099,131.58
16732266,142.04
748656,111.11
24936179,123.81
22146533,63.28
20383788,63.0
28306661,86.74
23858655,317.26
22465507,189.63
21125533,153.22
26419487,98.92
29215600,92.36
22144231,180.64
23378828,78.03
241588,107.64
15327611,152.9
24349504,97.68
22811453,205.91
14826817,97.85
28341280,153.95
29042787,200.19
20013531,57.47
4865454,77.85
27282297,79.83
13431552,219.54
6056028,157.24
28830379,82.64
22654527,188.71
272738,138.17
20933943,71.46
25491443,303.25
9079335,221.37
16575174,156.24
21884557,117.31
16546557,94.61
20215323,57.84
22376920,189.72
13135904,167.9
26721080,48.39
26782684,42.19
7616102,167.9
22118011,87.61
29513249,67.81
29092083,225.57
2093064,213.42
16243923,215.03
23782566,116.07
2687375,130.25
13855164,187.7
12947670,129.57
21709891,85.05
8353055,206.74
27166241,168.34
13019053,207.45
13096146,140.51
647580,185.07
11656396,94.93
15834511,145.3
9414521,77.94
8065705,84.46
13491503,73.93
25520013,261.12
23222091,91.06
20054400,164.61
22125138,42.47
21253000,68.19
24885241,260.85
20441507,125.48
15757745,78.73
15086143,49.46
8752714,152.6
4965152,170.66
16191596,58.38
26948562,647.91
23703345,163.07
14214998,114.7
278090,103.9
888905,92.44
25000971,614.12
18946091,49.92
15615535,200.25
26272821,104.65
7417520,253.63
25383265,83.54
11672400,173.82
15192362,56.88
24313701,57.39
15581667,122.92
13634496,178.37
18507671,169.21
6846227,713.55
4469650,638.49
797972,143.54
1731365,362.01
10039238,122.57
18286232,152.18
7612456,171.61
24873980,68.59
8668701,128.23
46544,98.34
23823959,76.23
19296503,91.58
4257078,145.76
29287351,143.17
336220,102.03
23743988,130.9
29191798,125.08
7547750,112.3
7062987,182.86
29028761,115.99
26036646,688.63
29289098,140.8
26236275,57.09
23106361,61.12
15980715,70.71
14963404,67.28
5784179,86.0
14912574,107.43
20458372,136.84
23996716,168.88
20783657,171.92
4916340,210.81
6467264,114.57
841292,295.41
16607054,58.45
1256536,145.78
8369857,102.72
2223628,102.51
9563868,227.3
14554093,168.54
27788038,53.15
7257311,151.46
19289583,458.98
17826827,124.23
15343230,717.74
21097166,134.42
26834208,87.28
27373599,99.84
24581516,139.78
9926628,55.48
12281070,201.24
19251255,85.24
478385,223.04
4849266,73.82
27933622,74.44
23168904,83.06
29232638,130.98
26532094,284.82
28899532,394.46
2501809,83.56
26769087,143.98
21982630,93.67
28711966,192.55
12190495,69.75
14443401,63.68
3039332,258.11
8306427,163.61
9273010,190.46
3036012,62.56
22049271,202.65
29738867,68.43
8925082,214.26
27289382,121.77
5337757,87.14
9525925,143.66
22165957,115.1
19036290,57.07
24278511,120.22
14163220,70.93
16627834,91.49
24751067,63.24
9684503,95.41
6450240,45.7
26277801,257.8
9720768,173.17
4816830,187.77
25618970,100.82
16741278,125.4
4491140,63.62
27010728,131.18
731293,280.62
4098271,99.94
29331741,162.11
7954940,107.56
14351787,95.72
22489609,52.33
27265568,118.76
8063109,170.54
23264421,124.28
24770333,176.9
7573221,52.01
13862932,93.64
9842117,121.56
14738709,382.69
10137108,55.73
27023745,237.72
28661866,51.87
22972832,106.88
2062859,176.05
13895156,202.68
4956016,81.04
2210277,702.6
21274082,243.02
21933243,126.37
24694397,68.63
10136980,82.99
28361060,143.43
2067688,249.89
25011733,135.62
745037,161.22
23308580,120.28
20638154,80.14
28739830,111.72
25335433,324.06
20831853,182.45
18056405,118.46
27695623,178.52
28667969,80.41
21148292,174.0
5114347,73.64
14069103,60.48
25263845,62.2
9365502,167.05
18176762,70.35
24355169,96.22
21294704,66.49
24521630,148.68
195989,114.52
2600199,147.84
29658517,163.08
19100971,103.17
8110973,127.06
22483110,91.95
12009685,131.5
803835,100.64
22000255,81.29
25619849,119.04
6002889,144.49
6077178,199.36
16377144,144.33
22436039,48.47
20815250,155.62
25083829,228.38
22671517,431.98
21121039,88.44
29106572,88.33
17678601,119.48
8622803,386.49
16311527,194.28
14056526,120.02
16467731,344.72
19157910,76.3
24595332,311.18
28510491,93.95
305245,255.57
10469388,99.77
26630310,135.96
12022739,367.97
17753121,64.68
25124293,115.22
19983644,215.89
24199249,82.64
28436441,115.27
8742567,294.87
19587689,90.42
2294663,324.06
23870798,135.15
19587631,264.46
4181598,279.25
27139801,136.31
17979132,61.36
26108550,67.71
15028194,141.11
8713635,88.33
7243287,98.53
13763165,257.74
21663040,161.34
10244876,140.32
4195712,57.76
24886390,1055.9
23628526,96.1
9609049,161.08
29477786,82.11
8045552,104.51
24851466,174.28
6359812,188.42
2440173,252.21
29521289,134.68
15582683,111.95
9514193,115.34
28699887,89.07
20055311,67.93
20527717,165.83
4168660,58.64
25721734,220.94
29384057,97.51
7862762,139.24
6477586,116.77
17666780,142.76
10318976,89.21
28897267,200.53
761835,166.94
19698772,121.92
4725251,153.07
12283732,77.7
1415853,141.7
4565734,263.85
29103450,104.34
197155,130.66
3808683,119.4
4500897,117.77
29131070,71.68
18471944,85.94
24540842,152.06
9737975,133.74
11243953,188.53
28048070,624.98
4218499,132.67
25288767,66.47
14127687,56.57
19458462,122.51
4600556,144.32
3924646,139.82
9595222,216.12
1640700,210.36
2110821,58.48
22406251,109.26
20740322,218.35
6723207,244.57
23434788,44.94
13789876,53.09
23371427,186.52
28988668,50.95
25102910,144.66
3539618,156.21
28339747,75.21
4699289,197.72
1682258,256.58
4296291,94.79
4574189,182.97
19588190,215.22
6509750,437.62
939724,95.8
24944474,426.88
14394217,85.37
28132225,200.95
22266913,153.34
19785259,86.8
18043457,136.01
21369232,57.54
18139095,190.05
11017101,81.93
13058729,75.27
20305451,165.27
753935,138.51
23002312,311.9
3738815,287.76
655472,140.26
7819704,66.64
8873479,117.03
2186138,639.29
23876348,63.3
8522756,131.17
7823722,223.01
6751450,210.38
6950074,81.68
13386360,108.14
25873736,107.39
559511,107.22
7711899,62.25
27693410,43.71
5803,97.72
16378809,79.58
21666641,43.14
16236157,142.56
7385568,197.99
21922071,57.72
5816145,92.42
12433302,153.67
28959156,89.3
17779504,68.7
13545733,82.63
5522518,183.71
27292853,60.92
6459617,179.87
290123,246.61
25455986,164.62
25890454,86.72
29131535,112.42
20896281,175.14
14571148,124.84
25430164,170.61
23748521,68.78
20145813,191.8
8519400,300.2
16315496,81.65
28880910,505.87
1824808,296.01
19951265,119.13
9323550,186.68
15857453,80.02
14092236,80.61
6692633,308.64
21305125,70.66
19122483,710.35
26191664,72.24
26421040,253.25
17728927,154.9
28179328,61.45
21680639,213.82
3891031,168.64
322974,193.67
3677769,118.66
21184012,101.2
22683799,41.22
13564452,86.19
23964318,123.84
2210088,342.27
22266183,49.48
16725576,113.47
20828097,109.35
18197946,67.73
23826817,133.01
17306128,67.96
19789620,55.89
24845250,156.92
26337439,372.1
727547,185.55
20815736,59.72
24176495,109.6
6225935,106.17
18541736,141.01
18523182,54.27
20031317,108.77
9350479,73.11
215784,119.95
17514665,119.39
3272778,660.45
16227237,114.52
13532669,90.6
4343401,64.21
20872250,150.95
4163742,101.56
23905099,65.95
18396197,164.53
4047791,164.69
11419898,214.89
20281420,96.08
27257149,48.22
21022856,166.77
8114639,87.26
28015891,221.21
24175050,93.3
27259887,215.02
28491645,54.12
27482592,83.74
4509560,172.71
20522971,248.06
26668703,88.53
16737042,162.95
5153500,142.88
24958931,217.82
20803845,134.35
27454297,38.65
7694418,131.48
19531760,142.94
26771830,320.11
14868857,96.03
22268506,59.5
7638133,156.64
221618,179.74
6985434,132.29
25683363,115.4
25404381,251.07
16701087,62.04
29037623,368.32
1157036,116.48
1402084,119.16
2175827,78.3
22000019,62.28
12245906,78.14
20485253,116.9
17512288,223.25
8407963,145.27
9491126,157.77
7559955,75.23
21155115,160.18
13926549,152.86
15506009,183.32
2206115,197.86
4632542,95.39
20798446,583.79
10307958,56.54
690914,107.74
21577066,59.23
18449942,181.25
11496968,127.59
21966498,102.22
12710215,103.26
23236661,80.95
1118031,123.73
4374523,138.03
1440363,144.84
26526151,38.58
16206383,61.17
18499074,58.25
587058,131.64
10984999,151.48
3533741,245.92
19011527,143.02
19929209,166.52
13183047,174.07
29613451,118.34
423015,99.48
10386936,121.05
23884096,192.02
18171814,92.27
2611765,149.88
26039660,151.27
11701404,121.99
2997377,66.05
11378048,88.83
19507235,107.33
19487831,573.79
20874344,149.16
11185068,112.66
6636993,91.87
25054489,486.88
17129825,68.63
7581611,66.49
29191862,182.52
1640995,140.0
5557097,67.31
18427786,105.96
19273138,95.11
26110133,135.33
1745358,159.41
11710327,105.48
22674767,84.61
8052046,157.75
11564448,183.01
28333895,117.55
22054258,83.33
18704012,116.07
18624243,103.51
23598856,183.07
27961738,55.88
20696291,111.59
21618858,65.0
16224408,84.28
7782176,105.98
10404638,129.78
13600398,170.17
29562750,160.51
548184,79.36
24736626,156.59
9358066,154.72
8145441,136.14
2230762,163.23
27930062,142.38
18734320,58.48
22241696,111.51
13186374,531.43
806040,67.41
4282998,164.19
25679709,127.3
21764245,63.69
13444902,61.21
20236495,54.48
28222364,80.17
7201169,312.41
690849,206.46
29074124,183.26
13436258,113.33
17515672,87.76
7276534,78.99
15421719,191.42
23714666,124.43
6437262,99.36
1919896,136.61
9634588,129.26
27500496,100.67
13107627,113.59
22571205,186.14
6560459,82.89
22514913,158.23
1567225,251.75
24232309,53.28
23072894,56.46
13001671,139.97
24140556,127.04
13264690,63.54
16570631,69.99
7562552,127.08
22691625,51.59
8595149,149.73
26228457,85.46
10650813,160.17
19154733,174.61
25725262,125.05
9588828,164.75
27002075,100.41
10018549,126.5
20089597,121.07
9086629,94.98
19821160,285.0
4749192,81.52
13783769,78.66
25400996,200.89
22958051,89.89
21428791,142.52
5115534,155.89
15783216,172.8
6262536,182.21
15745269,106.94
3202590,149.97
9115318,203.47
23300336,62.1
7856476,83.29
6478503,108.67
10134298,125.69
15191740,234.8
510218,175.24
25210171,75.05
26255080,311.28
18835820,165.02
7265331,67.49
21150953,162.16
9997702,63.45
17750513,59.69
12912510,356.07
17252480,138.77
19282178,260.92
16084875,73.61
27281897,72.6
3563041,495.04
19798810,59.88
1739847,62.37
14071415,143.61
10417282,118.55
29506320,124.03
1963975,136.78
3207986,114.85
17750661,86.18
1782667,57.53
21183312,132.83
22340808,289.07
